時間	毀棄損壞	妨害公務	妨害電腦使用	強盜	搶奪	內亂	重利	竊佔	偽造有價證券
93年 1月	0	0	0	 4 	0	0	0	 2 	0
93年 2月	 3 	0	0	 4 	0	0	 2 	0	 1 
93年 3月	 4 	0	0	 1 	0	0	 1 	0	0
93年 4月	 1 	 1 	0	 4 	0	0	0	 1 	0
93年 5月	 1 	 1 	0	 2 	 1 	0	0	 3 	0
93年 6月	 2 	 1 	0	 5 	 1 	0	 1 	0	0
93年 7月	 1 	 1 	0	 1 	0	0	0	0	0
93年 8月	0	 1 	0	 2 	 7 	0	 1 	 1 	0
93年 9月	0	0	0	 6 	0	0	 7 	0	0
93年 10月	 1 	0	0	 5 	 1 	0	0	 1 	0
93年 11月	 3 	 1 	0	 4 	0	0	 1 	 3 	0
93年 12月	0	 1 	0	 1 	0	0	 2 	0	0
94年	 12 	 6 	 6 	 42 	 18 	0	 35 	 18 	0
94年 1月	0	 1 	 1 	 7 	 4 	0	 2 	0	0
94年 2月	 1 	0	0	 4 	 1 	0	0	0	0
94年 3月	 3 	 1 	0	 4 	0	0	 1 	0	0
94年 4月	0	 1 	0	 3 	0	0	 8 	 2 	0
94年 5月	0	0	 2 	 9 	 4 	0	0	 5 	0
94年 6月	 2 	 1 	0	 2 	0	0	 4 	 2 	0
94年 7月	 1 	 1 	0	 2 	0	0	 3 	 4 	0
94年 8月	 1 	0	 1 	 5 	 3 	0	 1 	 1 	0
94年 9月	0	0	 2 	 3 	 1 	0	0	 2 	0
94年 10月	 2 	0	0	0	 2 	0	 1 	 1 	0
94年 11月	0	 1 	0	0	 2 	0	 3 	0	0
94年 12月	 2 	0	0	 3 	 1 	0	 12 	 1 	0
95年	 17 	 8 	 5 	 53 	 8 	0	 60 	 14 	0
95年 1月	 2 	 2 	0	 10 	 1 	0	 4 	 3 	0
95年 2月	0	 2 	0	 3 	0	0	0	 3 	0
95年 3月	0	0	0	 4 	0	0	 10 	 1 	0
95年 4月	 2 	 1 	 3 	 1 	0	0	 1 	 1 	0
95年 5月	 1 	0	 1 	 5 	0	0	 5 	 1 	0
95年 6月	0	0	0	 2 	0	0	 3 	0	0
95年 7月	 2 	0	 1 	 1 	0	0	 6 	0	0
95年 8月	 2 	0	0	 2 	0	0	 10 	 1 	0
95年 9月	 1 	 1 	0	 12 	 4 	0	 3 	0	0
95年 10月	 3 	 1 	0	 2 	0	0	 7 	0	0
95年 11月	 3 	 1 	0	 4 	0	0	 4 	 3 	0
95年 12月	 1 	0	0	 7 	 3 	0	 7 	 1 	0
96年	 40 	 13 	 11 	 26 	 10 	0	 53 	 19 	0
96年 1月	 1 	 2 	 2 	 5 	0	0	 11 	 1 	0
96年 2月	 1 	 2 	 1 	 8 	0	0	 7 	 1 	0
96年 3月	 3 	0	 3 	0	 2 	0	 7 	 2 	0
96年 4月	 2 	 1 	 3 	 1 	 1 	0	 2 	 1 	0
96年 5月	 1 	 1 	 1 	 1 	 2 	0	 3 	 2 	0
96年 6月	 4 	 2 	 1 	 1 	0	0	 4 	 1 	0
96年 7月	 2 	 1 	0	 1 	0	0	 1 	 4 	0
96年 8月	 10 	0	0	 2 	0	0	 2 	0	0
96年 9月	 3 	 1 	0	 1 	0	0	 5 	 3 	0
96年 10月	 3 	 1 	0	 1 	 2 	0	 4 	 2 	0
96年 11月	 5 	 1 	0	 3 	 1 	0	 5 	0	0
96年 12月	 5 	 1 	0	 2 	 2 	0	 2 	 2 	0
97年	 36 	 17 	 8 	 30 	 13 	0	 116 	 18 	 2 
97年 1月	 1 	 2 	 1 	 4 	0	0	 10 	0	0
97年 2月	 3 	0	0	 2 	 5 	0	 9 	 1 	0
97年 3月	 5 	 2 	 2 	 5 	 1 	0	 8 	 3 	 1 
97年 4月	 1 	 1 	0	 6 	 1 	0	 15 	 2 	0
97年 5月	 5 	 1 	0	 3 	 1 	0	 11 	 1 	0
97年 6月	 2 	 1 	0	 2 	0	0	 7 	0	0
97年 7月	 2 	0	 2 	0	0	0	 11 	 2 	0
97年 8月	 5 	 2 	 2 	 2 	0	0	 6 	 4 	 1 
97年 9月	 5 	 2 	0	0	0	0	 6 	 1 	0
97年 10月	 3 	 3 	 1 	 3 	 5 	0	 21 	 3 	0
97年 11月	 1 	 2 	0	 3 	0	0	 7 	0	0
97年 12月	 3 	 1 	0	0	0	0	 5 	 1 	0
98年	 75 	 21 	 9 	 14 	 10 	0	 62 	 33 	0
98年 1月	 4 	 1 	0	 1 	0	0	 8 	 1 	0
98年 2月	 6 	 4 	0	0	0	0	 8 	 4 	0
98年 3月	 10 	 1 	 1 	 1 	 1 	0	 6 	 5 	0
98年 4月	 8 	 2 	 1 	 1 	 1 	0	 5 	 6 	0
98年 5月	 1 	 1 	0	 1 	 3 	0	 3 	 2 	0
98年 6月	 7 	 2 	 2 	 1 	 2 	0	 8 	 2 	0
98年 7月	 6 	 1 	0	 2 	0	0	 6 	 2 	0
98年 8月	 7 	 4 	 1 	0	0	0	 5 	 3 	0
98年 9月	 7 	 1 	0	 4 	 1 	0	 3 	 3 	0
98年 10月	 8 	 1 	 2 	 3 	 1 	0	 3 	 2 	0
98年 11月	 4 	 3 	 1 	0	0	0	 3 	 2 	0
98年 12月	 7 	0	 1 	0	 1 	0	 4 	 1 	0
99年	 72 	 16 	 7 	 14 	 12 	0	 95 	 31 	0
99年 1月	 5 	0	0	 2 	0	0	 16 	 2 	0
99年 2月	 2 	0	0	 3 	0	0	 13 	 5 	0
99年 3月	 14 	0	 1 	 1 	0	0	 12 	0	0
99年 4月	 4 	0	0	 3 	 1 	0	 7 	 3 	0
99年 5月	 5 	 2 	0	0	 2 	0	 6 	0	0
99年 6月	 7 	 1 	 1 	 1 	 1 	0	 5 	 8 	0
99年 7月	 5 	 1 	0	0	 2 	0	 3 	 5 	0
99年 8月	 5 	 2 	 2 	 1 	 1 	0	 8 	0	0
99年 9月	 10 	 1 	 1 	 2 	0	0	 4 	 2 	0
99年 10月	 5 	 1 	0	0	 2 	0	 11 	 2 	0
99年 11月	 5 	 2 	 1 	0	0	0	 4 	 1 	0
99年 12月	 5 	 6 	 1 	 1 	 3 	0	 6 	 3 	0
100年	 72 	 17 	 8 	 9 	 4 	0	 39 	 15 	0
100年 1月	 11 	0	0	 1 	0	0	 1 	 2 	0
100年 2月	 2 	 2 	 1 	 1 	0	0	 3 	0	0
100年 3月	 9 	 1 	0	0	 1 	0	 5 	0	0
100年 4月	 7 	 3 	0	 1 	 1 	0	 1 	 3 	0
100年 5月	 7 	 2 	0	0	0	0	 6 	 3 	0
100年 6月	 4 	 2 	 2 	 1 	 1 	0	 5 	0	0
100年 7月	 6 	0	 1 	 1 	0	0	 5 	 1 	0
100年 8月	 6 	 1 	 2 	 1 	0	0	 2 	 1 	0
100年 9月	 4 	 2 	 1 	0	0	0	 2 	 1 	0
100年 10月	 3 	0	0	 1 	 1 	0	 3 	 1 	0
100年 11月	 5 	 2 	0	 1 	0	0	 1 	 3 	0
100年 12月	 8 	 2 	 1 	 1 	0	0	 5 	0	0
101年	 84 	 18 	 7 	 8 	 5 	0	 41 	 20 	 1 
101年 1月	 5 	 1 	0	0	 1 	0	 2 	 3 	0
101年 2月	 3 	 2 	0	0	0	0	 4 	 1 	0
101年 3月	 7 	 1 	0	 1 	0	0	 3 	0	0
101年 4月	 4 	0	 1 	 1 	0	0	 3 	 2 	 1 
101年 5月	 21 	0	0	0	 1 	0	 6 	 1 	0
101年 6月	 7 	 1 	 1 	0	 1 	0	 2 	0	0
101年 7月	 6 	 2 	 1 	 2 	0	0	 6 	 3 	0
101年 8月	 4 	 3 	0	 1 	0	0	 1 	0	0
101年 9月	 6 	 1 	 2 	 1 	 2 	0	 3 	 3 	0
101年 10月	 7 	 2 	 1 	 1 	0	0	 3 	 1 	0
101年 11月	 3 	 2 	 1 	0	0	0	 5 	 4 	0
101年 12月	 11 	 3 	0	 1 	0	0	 3 	 2 	0
102年	 73 	 21 	 6 	 7 	 7 	0	 18 	 21 	0
102年 1月	 7 	 2 	0	0	0	0	 4 	 2 	0
102年 2月	 6 	 3 	 1 	0	 1 	0	 4 	 3 	0
102年 3月	 8 	 1 	 1 	0	0	0	 1 	 1 	0
102年 4月	 3 	 1 	0	0	0	0	0	0	0
102年 5月	 6 	 2 	0	 3 	 4 	0	 1 	 3 	0
102年 6月	 6 	 1 	 2 	 1 	0	0	 2 	0	0
102年 7月	 7 	 2 	0	0	0	0	 1 	 2 	0
102年 8月	 6 	0	0	0	0	0	 1 	 1 	0
102年 9月	 6 	 1 	 1 	 1 	 1 	0	 2 	 1 	0
102年 10月	 6 	 2 	0	 2 	 1 	0	 1 	 1 	0
102年 11月	 6 	 3 	 1 	0	0	0	0	 3 	0
102年 12月	 6 	 3 	0	0	0	0	 1 	 4 	0
103年	 87 	 29 	 9 	 6 	 3 	0	 13 	 33 	0
103年 1月	 5 	 2 	 1 	 1 	0	0	 4 	 1 	0
103年 2月	 7 	 1 	0	 1 	0	0	 2 	 2 	0
103年 3月	 11 	 5 	 1 	0	 1 	0	0	 2 	0
103年 4月	 10 	 4 	 1 	 1 	0	0	 1 	 6 	0
103年 5月	 9 	0	0	0	0	0	 1 	 3 	0
103年 6月	 8 	 3 	 1 	 1 	0	0	 2 	 3 	0
103年 7月	 4 	 2 	 1 	0	 1 	0	0	 4 	0
103年 8月	 2 	 2 	 1 	 1 	0	0	 1 	0	0
103年 9月	 14 	 1 	0	0	 1 	0	0	 7 	0
103年 10月	 3 	 4 	 1 	0	0	0	0	 2 	0
103年 11月	 8 	 4 	 2 	 1 	0	0	 1 	 2 	0
103年 12月	 6 	 1 	0	0	0	0	 1 	 1 	0
104年	 59 	 27 	 4 	 9 	 2 	0	 10 	 21 	 1 
104年 1月	 6 	0	0	0	0	0	 1 	 2 	0
104年 2月	 1 	 2 	0	 1 	 1 	0	 1 	 7 	0
104年 3月	 7 	 2 	 1 	 1 	0	0	0	 1 	0
104年 4月	 4 	 1 	 2 	0	0	0	 1 	 1 	0
104年 5月	 4 	0	0	0	0	0	0	 1 	0
104年 6月	 3 	 3 	0	 1 	0	0	 1 	 3 	0
104年 7月	 8 	 3 	0	 2 	 1 	0	0	 3 	 1 
104年 8月	 7 	 4 	0	 1 	0	0	 1 	0	0
104年 9月	 7 	 3 	0	 1 	0	0	 2 	 1 	0
104年 10月	 4 	 4 	0	0	0	0	 1 	0	0
104年 11月	 3 	 2 	 1 	0	0	0	 1 	0	0
104年 12月	 5 	 3 	0	 2 	0	0	 1 	 2 	0
105年	 61 	 42 	 4 	 6 	 2 	0	 10 	 19 	0
105年 1月	0	 3 	0	0	0	0	0	 1 	0
105年 2月	 3 	 3 	0	0	0	0	0	0	0
105年 3月	 4 	 2 	 2 	0	 1 	0	 2 	 2 	0
105年 4月	 2 	0	0	0	0	0	 2 	 1 	0
105年 5月	 2 	 1 	0	 1 	0	0	 1 	 1 	0
105年 6月	 3 	 2 	 2 	0	0	0	0	 1 	0
105年 7月	 4 	 5 	0	 1 	0	0	0	 2 	0
105年 8月	 6 	 6 	0	0	 1 	0	 1 	 2 	0
105年 9月	 9 	 5 	0	 1 	0	0	0	 3 	0
105年 10月	 10 	 5 	0	 1 	0	0	 3 	0	0
105年 11月	 7 	 5 	0	 1 	0	0	0	 2 	0
105年 12月	 11 	 5 	0	 1 	0	0	 1 	 4 	0
